date,type,category,description,amount,memo
2021-10-22,지출,문화/여가,도서 구입,-77379,
2021-10-23,지출,교통,KTX,-102254,현금
2021-10-23,지출,교육,자격증 시험,-578498,
2021-10-23,수입,기타수입,용돈,82566,메모_4619
2021-10-24,지출,여행,숙박비,-940037,카드결제
2021-10-24,수입,급여,프리랜서 수입,3187477,
2021-10-24,수입,급여,월급,4867916,
2021-10-24,수입,급여,프리랜서 수입,4363659,카드결제
2021-10-25,지출,의료,한의원,-179776,메모_2992
2021-10-25,지출,여행,숙박비,-1137790,
2021-10-25,지출,여행,항공권,-112832,
2021-10-26,수입,급여,월급,4138727,메모_3833
2021-10-27,지출,주거,수도세,-163828,카드결제
2021-10-27,수입,기타수입,용돈,131634,카드결제
2021-10-28,지출,주거,가스비,-179436,현금
2021-10-28,지출,문화/여가,영화관,-103572,메모_2013
2021-10-29,지출,주거,전기세,-179388,
2021-10-29,지출,교통,주차비,-129716,카드결제
2021-10-29,수입,급여,월급,3282114,
2021-10-30,지출,교통,주차비,-68131,메모_1478
2021-10-30,수입,급여,월급,4208673,
2021-10-31,지출,여행,숙박비,-1378218,메모_3472
2021-10-31,지출,교통,KTX,-52400,현금
2021-11-01,지출,식비,편의점,-56554,
2021-11-01,수입,기타수입,환급금,391999,
2021-11-02,지출,문화/여가,공연 티켓,-46465,메모_1481
2021-11-02,지출,통신,케이블TV,-98230,카드결제
2021-11-03,지출,의료,약국,-169647,메모_296
2021-11-03,지출,주거,수도세,-86078,카드결제
2021-11-03,지출,교통,주차비,-7099,
2021-11-03,지출,교통,지하철,-44329,메모_2884
2021-11-03,지출,의료,약국,-5946,카드결제
2021-11-04,지출,통신,케이블TV,-40658,카드결제
2021-11-04,지출,통신,인터넷 요금,-65150,
2021-11-04,지출,식비,점심식사,-34347,
2021-11-06,지출,저축/투자,적금 납입,-92675,
2021-11-06,지출,저축/투자,적금 납입,-135000,현금
2021-11-08,지출,주거,전기세,-294601,메모_3085
2021-11-09,지출,식비,배달음식,-56852,현금
2021-11-09,수입,급여,월급,3672185,
2021-11-09,수입,기타수입,중고 판매,69893,현금
2021-11-11,지출,교통,KTX,-11739,메모_1955
2021-11-12,지출,교육,교재 구입,-145385,
2021-11-12,지출,식비,마트,-61079,메모_3029
2021-11-12,지출,식비,중식당,-28117,카드결제
2021-11-12,수입,기타수입,중고 판매,361173,
2021-11-12,수입,급여,이자 수입,4616229,현금
2021-11-13,지출,여행,항공권,-927323,
2021-11-14,지출,통신,휴대폰 요금,-33304,메모_4726
2021-11-15,지출,교통,택시,-22314,현금
2021-11-15,수입,급여,프리랜서 수입,4583932,
2021-11-16,지출,저축/투자,펀드 투자,-175461,
2021-11-16,지출,문화/여가,도서 구입,-115953,메모_3334
2021-11-17,지출,교육,자격증 시험,-366006,현금
2021-11-17,지출,쇼핑,생활용품,-277496,현금
2021-11-17,지출,의료,안과,-67985,현금
2021-11-18,지출,교육,교재 구입,-393794,카드결제
2021-11-19,지출,교통,주유비,-25789,현금
2021-11-20,지출,통신,케이블TV,-57923,
2021-11-20,수입,급여,이자 수입,3991426,
2021-11-20,지출,저축/투자,적금 납입,-784734,현금
2021-11-21,지출,통신,휴대폰 요금,-55424,현금
2021-11-22,지출,저축/투자,주식 매수,-499737,
2021-11-24,지출,쇼핑,옷 구입,-105136,현금
2021-11-26,지출,쇼핑,옷 구입,-204181,
2021-11-27,지출,여행,항공권,-581720,메모_939
2021-11-27,지출,여행,숙박비,-1001771,
2021-11-27,지출,여행,숙박비,-938368,메모_4757
2021-11-28,수입,기타수입,중고 판매,72862,
2021-11-28,수입,급여,프리랜서 수입,4962624,카드결제
2021-11-28,수입,급여,월급,2856484,현금
2021-11-29,지출,저축/투자,주식 매수,-754827,카드결제
2021-11-29,지출,교통,KTX,-29148,현금
2021-11-29,지출,교통,주차비,-90093,
2021-11-29,수입,기타수입,용돈,136789,메모_1666
2021-11-30,수입,급여,월급,2945985,메모_912
2021-11-30,지출,주거,수도세,-124724,현금
2021-11-30,지출,여행,항공권,-1121718,현금
2021-11-30,수입,기타수입,환급금,183168,카드결제
2021-12-01,지출,저축/투자,펀드 투자,-858521,
2021-12-01,지출,여행,여행 경비,-361080,카드결제
2021-12-01,지출,식비,분식집,-24499,
2021-12-01,지출,식비,일식당,-55625,
2021-12-02,지출,저축/투자,적금 납입,-109364,현금
2021-12-04,지출,교육,자격증 시험,-474769,
2021-12-04,수입,기타수입,용돈,116504,카드결제
2021-12-04,지출,저축/투자,주식 매수,-282419,
2021-12-04,지출,의료,약국,-186155,메모_4819
2021-12-04,지출,통신,케이블TV,-32328,카드결제
2021-12-05,지출,의료,치과,-159398,
2021-12-06,지출,교통,주유비,-101993,현금
2021-12-07,지출,저축/투자,적금 납입,-572401,카드결제
2021-12-08,지출,교통,주유비,-5875,
2021-12-08,지출,주거,전기세,-241197,메모_3865
2021-12-08,지출,통신,휴대폰 요금,-99692,
2021-12-09,지출,문화/여가,게임 아이템,-18473,카드결제
2021-12-10,지출,식비,저녁외식,-32329,카드결제
2021-12-10,지출,교육,자격증 시험,-95457,
2021-12-11,지출,주거,가스비,-77254,메모_3970
2021-12-11,지출,의료,치과,-93060,
2021-12-12,지출,저축/투자,주식 매수,-383451,현금
2021-12-12,지출,의료,한의원,-66947,
2021-12-12,지출,여행,항공권,-317867,
2021-12-12,지출,여행,여행 경비,-513111,현금
2021-12-13,지출,주거,인터넷 설치,-221520,현금
2021-12-13,지출,교육,온라인 강의,-445972,현금
2021-12-14,지출,여행,항공권,-570268,
2021-12-14,지출,여행,항공권,-615824,
2021-12-14,지출,저축/투자,펀드 투자,-195483,카드결제
2021-12-14,지출,쇼핑,가전제품,-457146,현금
2021-12-14,지출,식비,카페,-36629,카드결제
2021-12-14,수입,기타수입,중고 판매,17836,
2021-12-15,지출,쇼핑,가전제품,-303522,메모_250
2021-12-15,수입,기타수입,중고 판매,144852,
2021-12-15,지출,식비,저녁외식,-69678,현금
2021-12-15,지출,주거,가스비,-230070,카드결제
2021-12-16,수입,급여,프리랜서 수입,4373399,
2021-12-17,지출,식비,마트,-29489,메모_812
2021-12-17,수입,급여,프리랜서 수입,2764284,현금
2021-12-17,지출,교통,주차비,-147643,
2021-12-17,지출,통신,케이블TV,-21726,
2021-12-18,지출,주거,관리비,-289848,
2021-12-18,지출,교육,온라인 강의,-61230,현금
2021-12-18,지출,교통,주차비,-148499,
2021-12-18,지출,문화/여가,게임 아이템,-85967,메모_1342
2021-12-18,지출,저축/투자,주식 매수,-809712,
2021-12-19,지출,통신,휴대폰 요금,-36691,현금
2021-12-19,지출,의료,병원 진료,-173856,메모_2321
2021-12-20,지출,문화/여가,영화관,-96946,
2021-12-20,수입,기타수입,용돈,272886,
2021-12-20,수입,급여,이자 수입,2764370,메모_3183
2021-12-20,지출,문화/여가,게임 아이템,-79422,현금
2021-12-20,지출,여행,숙박비,-470346,카드결제
2021-12-21,지출,쇼핑,화장품,-102744,카드결제
2021-12-21,지출,쇼핑,생활용품,-456945,
2021-12-21,지출,교육,온라인 강의,-556939,
2021-12-22,지출,교통,KTX,-73302,
2021-12-22,지출,통신,케이블TV,-22976,현금
2021-12-23,지출,쇼핑,생활용품,-419034,
2021-12-24,지출,교육,교재 구입,-589178,현금
2021-12-25,수입,급여,보너스,4627890,메모_2285
2021-12-25,지출,교통,택시,-25695,카드결제
2021-12-26,지출,통신,인터넷 요금,-108784,
2021-12-26,지출,의료,안과,-8725,
2021-12-26,지출,식비,일식당,-56231,
2021-12-26,수입,급여,보너스,3067209,메모_3257
2021-12-26,지출,교통,KTX,-66467,카드결제
2021-12-27,지출,저축/투자,적금 납입,-604919,현금
2021-12-28,지출,통신,케이블TV,-68072,현금
2021-12-28,지출,여행,숙박비,-1144021,현금
2021-12-28,지출,통신,휴대폰 요금,-80775,
2021-12-30,지출,쇼핑,가전제품,-458461,현금
2021-12-30,수입,급여,프리랜서 수입,2861438,
2021-12-30,지출,교통,버스,-82551,
2021-12-31,지출,통신,케이블TV,-100096,현금
2022-01-01,지출,통신,케이블TV,-106759,
2022-01-02,지출,의료,병원 진료,-124192,
2022-01-02,지출,교통,버스,-30169,
2022-01-02,지출,식비,편의점,-60659,메모_1857
2022-01-02,지출,주거,관리비,-189719,메모_2128
2022-01-03,지출,쇼핑,생활용품,-90077,카드결제
2022-01-03,지출,문화/여가,스포츠센터,-64975,
2022-01-03,지출,문화/여가,스포츠센터,-7242,현금
2022-01-04,지출,의료,병원 진료,-12456,
2022-01-04,지출,교육,자격증 시험,-160280,메모_1031
2022-01-04,지출,교통,택시,-2968,현금
2022-01-04,수입,급여,월급,4576075,
2022-01-04,지출,의료,약국,-56811,
2022-01-05,지출,여행,숙박비,-323201,
2022-01-06,지출,여행,여행 경비,-156447,메모_234
2022-01-06,지출,주거,가스비,-265953,
2022-01-07,지출,주거,수도세,-39762,
2022-01-07,지출,저축/투자,주식 매수,-142296,
2022-01-07,지출,교육,학원비,-379563,
2022-01-08,지출,교육,온라인 강의,-398787,
2022-01-08,지출,식비,카페,-43653,
2022-01-08,지출,주거,전기세,-257076,메모_1634
2022-01-08,지출,문화/여가,음악 스트리밍,-98698,
2022-01-08,지출,식비,카페,-30294,메모_3728
2022-01-09,지출,쇼핑,화장품,-193326,현금
2022-01-09,지출,식비,배달음식,-50281,카드결제
2022-01-09,지출,교육,온라인 강의,-428867,현금
2022-01-10,지출,문화/여가,영화관,-31588,카드결제
2022-01-10,지출,저축/투자,적금 납입,-806726,메모_3012
2022-01-11,지출,통신,케이블TV,-42323,
2022-01-11,지출,주거,가스비,-98282,현금
2022-01-11,지출,문화/여가,게임 아이템,-107165,카드결제
2022-01-12,지출,문화/여가,게임 아이템,-92460,
2022-01-13,지출,교통,지하철,-44065,메모_2184
2022-01-13,지출,교통,버스,-57776,
2022-01-14,수입,기타수입,용돈,143821,
2022-01-14,지출,의료,한의원,-46932,현금
2022-01-15,지출,문화/여가,OTT 구독,-61704,
2022-01-15,지출,저축/투자,주식 매수,-281625,카드결제
2022-01-18,지출,의료,안과,-64857,
2022-01-19,지출,여행,항공권,-107069,
2022-01-19,지출,여행,여행 경비,-1339364,
2022-01-19,수입,기타수입,환급금,120658,현금
2022-01-19,수입,급여,프리랜서 수입,4120332,현금
2022-01-20,지출,저축/투자,적금 납입,-839188,카드결제
2022-01-21,지출,주거,수도세,-118081,메모_3954
2022-01-22,지출,문화/여가,음악 스트리밍,-5403,
2022-01-22,지출,문화/여가,OTT 구독,-91703,현금
2022-01-22,수입,급여,보너스,4356490,
2022-01-22,지출,저축/투자,주식 매수,-788203,
2022-01-23,지출,쇼핑,온라인쇼핑,-354987,메모_2323
2022-01-23,지출,식비,한식당,-54287,
2022-01-23,지출,문화/여가,음악 스트리밍,-37846,
2022-01-23,수입,기타수입,환급금,154211,
2022-01-23,지출,의료,병원 진료,-101678,
2022-01-24,지출,교육,자격증 시험,-129392,
2022-01-24,지출,쇼핑,생활용품,-377315,
2022-01-24,지출,쇼핑,옷 구입,-222350,메모_3397
2022-01-24,지출,식비,분식집,-51816,
2022-01-24,지출,교통,고속도로 통행료,-68100,메모_4827
2022-01-25,지출,여행,여행 경비,-209596,
2022-01-25,지출,의료,치과,-64412,현금
2022-01-26,지출,여행,항공권,-927003,
2022-01-26,수입,기타수입,용돈,148950,메모_3114
2022-01-26,지출,교육,교재 구입,-242455,
2022-01-26,수입,기타수입,용돈,88112,메모_4716
2022-01-27,지출,교육,교재 구입,-431242,
2022-01-27,수입,급여,보너스,4480975,현금
2022-01-27,지출,주거,인터넷 설치,-79922,
2022-01-27,수입,급여,보너스,3807162,
2022-01-28,지출,교통,고속도로 통행료,-48908,
2022-01-28,지출,저축/투자,주식 매수,-549917,
2022-01-29,지출,주거,수도세,-162786,
2022-01-30,지출,주거,인터넷 설치,-74928,
2022-01-30,수입,기타수입,용돈,48253,
2022-01-30,지출,문화/여가,OTT 구독,-94591,현금
2022-01-30,지출,통신,케이블TV,-61446,
2022-01-31,지출,식비,카페,-10928,
2022-01-31,지출,통신,인터넷 요금,-25989,메모_3866
2022-01-31,지출,통신,인터넷 요금,-22273,
2022-02-01,수입,급여,보너스,3851237,
2022-02-01,수입,급여,월급,3889080,현금
2022-02-02,지출,교육,교재 구입,-388680,카드결제
2022-02-02,지출,교육,교재 구입,-308087,
2022-02-02,지출,교통,KTX,-110481,
2022-02-03,지출,통신,인터넷 요금,-77637,
2022-02-04,지출,교육,교재 구입,-435191,
2022-02-04,지출,교육,온라인 강의,-546393,카드결제
2022-02-04,지출,저축/투자,펀드 투자,-472491,카드결제
2022-02-05,지출,의료,안과,-113951,메모_4326
2022-02-07,지출,교통,KTX,-142463,
2022-02-07,지출,의료,안과,-20563,
2022-02-07,지출,교통,택시,-106281,
2022-02-08,지출,주거,가스비,-139882,메모_1323
2022-02-08,지출,쇼핑,온라인쇼핑,-18719,
2022-02-08,지출,의료,치과,-57840,현금
2022-02-08,지출,쇼핑,생활용품,-279545,
2022-02-09,지출,의료,한의원,-40181,카드결제
2022-02-09,수입,급여,월급,3739918,현금
2022-02-09,지출,쇼핑,온라인쇼핑,-18976,
2022-02-10,수입,기타수입,환급금,294229,
2022-02-10,지출,쇼핑,가전제품,-308589,현금
2022-02-10,지출,문화/여가,공연 티켓,-110151,현금
2022-02-11,수입,급여,월급,3462107,
2022-02-12,수입,기타수입,환급금,496437,메모_2543
2022-02-12,지출,문화/여가,도서 구입,-10397,
2022-02-12,지출,문화/여가,스포츠센터,-72667,
2022-02-15,지출,주거,수도세,-226217,카드결제
2022-02-15,지출,여행,숙박비,-928509,
2022-02-15,지출,식비,카페,-62175,
2022-02-15,수입,급여,보너스,4509314,현금
2022-02-16,지출,교육,교재 구입,-211618,
2022-02-17,지출,의료,약국,-66567,
2022-02-17,지출,교통,주유비,-36246,
2022-02-18,지출,문화/여가,게임 아이템,-10596,
2022-02-18,지출,교통,고속도로 통행료,-116575,카드결제
2022-02-18,지출,교통,택시,-144417,
2022-02-19,지출,주거,관리비,-50734,
2022-02-19,지출,식비,점심식사,-35613,현금
2022-02-19,지출,교육,학원비,-153428,카드결제
2022-02-20,지출,주거,가스비,-175156,메모_2158
2022-02-21,지출,식비,저녁외식,-46506,
2022-02-21,지출,쇼핑,화장품,-437896,
2022-02-22,지출,통신,인터넷 요금,-45145,카드결제
2022-02-22,수입,기타수입,용돈,321930,
2022-02-22,지출,교육,교재 구입,-195431,
2022-02-25,수입,급여,이자 수입,3844857,현금
2022-02-26,지출,식비,점심식사,-15609,
2022-02-27,지출,쇼핑,가전제품,-214879,카드결제
2022-02-27,지출,문화/여가,게임 아이템,-35699,
2022-02-27,지출,여행,항공권,-1005175,현금
2022-02-27,지출,식비,한식당,-35091,
2022-02-28,수입,급여,보너스,2741707,
2022-02-28,지출,저축/투자,주식 매수,-739247,카드결제
2022-02-28,지출,주거,인터넷 설치,-57043,메모_1667
2022-02-28,지출,여행,여행 경비,-148314,카드결제
2022-02-28,지출,문화/여가,스포츠센터,-34133,메모_3772
2022-03-01,지출,주거,전기세,-217782,
2022-03-01,지출,의료,병원 진료,-199810,
2022-03-01,수입,급여,월급,3618352,
2022-03-01,수입,기타수입,환급금,270942,
2022-03-02,지출,의료,약국,-154429,카드결제
2022-03-02,지출,통신,휴대폰 요금,-113311,
2022-03-02,지출,교통,주차비,-79021,메모_4962
2022-03-03,지출,여행,항공권,-448012,
2022-03-03,지출,의료,병원 진료,-30260,
2022-03-04,지출,의료,약국,-55527,
2022-03-05,지출,의료,한의원,-130013,현금
2022-03-05,지출,문화/여가,영화관,-70973,메모_3317
2022-03-06,지출,저축/투자,적금 납입,-943650,카드결제
2022-03-06,지출,저축/투자,주식 매수,-175805,카드결제
2022-03-06,지출,여행,여행 경비,-884284,
2022-03-07,수입,기타수입,용돈,419780,카드결제
2022-03-07,수입,급여,보너스,2954473,
2022-03-07,지출,저축/투자,적금 납입,-881338,
2022-03-08,지출,저축/투자,펀드 투자,-842244,
2022-03-08,지출,통신,인터넷 요금,-56780,
2022-03-08,수입,기타수입,용돈,148329,현금
2022-03-09,지출,여행,항공권,-692353,메모_2419
2022-03-09,지출,통신,인터넷 요금,-44000,메모_3464
2022-03-10,지출,교육,학원비,-293388,
2022-03-12,지출,문화/여가,공연 티켓,-68505,
2022-03-13,지출,주거,가스비,-143030,
2022-03-13,수입,기타수입,환급금,346631,현금
2022-03-14,지출,주거,관리비,-273724,카드결제
2022-03-14,지출,교육,학원비,-492162,메모_4905
2022-03-15,지출,여행,항공권,-675565,현금
2022-03-15,지출,의료,안과,-82116,
2022-03-15,지출,주거,가스비,-174577,
2022-03-15,수입,기타수입,중고 판매,256466,
2022-03-15,지출,여행,항공권,-1011831,
2022-03-15,지출,주거,가스비,-163970,카드결제
2022-03-15,지출,통신,인터넷 요금,-77936,
2022-03-16,지출,통신,케이블TV,-59677,현금
